DeviceTag: Xsens DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-04-27 20:10:24.510,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1314085,0.9914,-0.0017,-0.0788,-0.1042,-0.0147,-0.0449,0.5137,0
1314252,0.9915,-0.0016,-0.0788,-0.1040,-0.0195,-0.0472,0.4993,0
1314419,0.9915,-0.0016,-0.0787,-0.1039,0.0042,-0.0506,0.4967,0
1314585,0.9915,-0.0015,-0.0787,-0.1037,-0.0014,-0.0310,0.5050,0
1314752,0.9915,-0.0014,-0.0787,-0.1036,0.0034,-0.0415,0.5138,0
1314919,0.9915,-0.0014,-0.0787,-0.1035,0.0089,-0.0434,0.5012,0
1315085,0.9915,-0.0013,-0.0787,-0.1034,-0.0057,-0.0419,0.5037,0
1315252,0.9915,-0.0012,-0.0787,-0.1032,0.0027,-0.0436,0.4933,0
1315419,0.9916,-0.0012,-0.0787,-0.1031,0.0072,-0.0377,0.5036,0
1315585,0.9916,-0.0011,-0.0787,-0.1030,0.0028,-0.0564,0.5176,0
1315752,0.9916,-0.0011,-0.0787,-0.1029,-0.0019,-0.0632,0.5136,0
1315919,0.9916,-0.0010,-0.0786,-0.1027,-0.0022,-0.0760,0.4977,0
1316085,0.9916,-0.0009,-0.0786,-0.1026,0.0040,-0.0599,0.4905,0
1316252,0.9916,-0.0009,-0.0786,-0.1025,-0.0013,-0.0625,0.4992,0
1316419,0.9916,-0.0008,-0.0786,-0.1024,-0.0023,-0.0497,0.5210,0
1316585,0.9916,-0.0007,-0.0786,-0.1022,0.0097,-0.0440,0.5178,0
1316752,0.9917,-0.0007,-0.0786,-0.1021,-0.0122,-0.0468,0.5189,0
1316919,0.9917,-0.0006,-0.0786,-0.1020,0.0092,-0.0586,0.5065,0
1317085,0.9917,-0.0005,-0.0786,-0.1019,0.0047,-0.0566,0.5111,0
1317252,0.9917,-0.0005,-0.0786,-0.1018,0.0104,-0.0496,0.4976,0
1317419,0.9917,-0.0004,-0.0786,-0.1017,0.0028,-0.0693,0.5136,0
1317585,0.9917,-0.0003,-0.0786,-0.1015,0.0032,-0.0558,0.5163,0
1317752,0.9917,-0.0003,-0.0785,-0.1014,0.0071,-0.0691,0.4936,0
1317919,0.9918,-0.0002,-0.0785,-0.1013,0.0108,-0.0605,0.4956,0
1318085,0.9918,-0.0002,-0.0785,-0.1011,0.0022,-0.0683,0.5083,0
1318252,0.9918,-0.0001,-0.0785,-0.1010,-0.0096,-0.0663,0.5074,0
1318419,0.9918,-0.0001,-0.0785,-0.1009,0.0044,-0.0655,0.5237,0
1318585,0.9918,0.0000,-0.0785,-0.1008,0.0094,-0.0710,0.4738,0
1318752,0.9918,0.0001,-0.0785,-0.1007,0.0061,-0.0754,0.5096,0
1318919,0.9918,0.0001,-0.0785,-0.1006,0.0081,-0.0735,0.5204,0
1319085,0.9918,0.0002,-0.0785,-0.1004,-0.0032,-0.0747,0.5035,0
1319252,0.9919,0.0003,-0.0785,-0.1003,-0.0075,-0.0734,0.5235,0
1319419,0.9919,0.0003,-0.0785,-0.1002,-0.0024,-0.0862,0.5074,0
1319585,0.9919,0.0004,-0.0785,-0.1001,0.0096,-0.0798,0.5115,0
1319752,0.9919,0.0004,-0.0785,-0.0999,-0.0014,-0.0835,0.4969,0
1319919,0.9919,0.0005,-0.0784,-0.0998,0.0094,-0.0726,0.4910,0
1320085,0.9919,0.0005,-0.0784,-0.0997,0.0013,-0.0839,0.4957,0
1320252,0.9919,0.0006,-0.0784,-0.0996,0.0087,-0.0840,0.4917,0
1320419,0.9919,0.0007,-0.0784,-0.0995,0.0025,-0.0816,0.4993,0
1320585,0.9920,0.0007,-0.0784,-0.0993,0.0031,-0.0687,0.5097,0
1320752,0.9920,0.0008,-0.0784,-0.0993,0.0112,-0.0767,0.5192,0
1320919,0.9920,0.0008,-0.0784,-0.0991,0.0111,-0.0899,0.5110,0
1321085,0.9920,0.0009,-0.0784,-0.0991,0.0081,-0.0851,0.5019,0
1321252,0.9920,0.0009,-0.0784,-0.0989,0.0150,-0.0973,0.4935,0
1321419,0.9920,0.0010,-0.0784,-0.0988,-0.0028,-0.0962,0.5120,0
1321585,0.9920,0.0010,-0.0784,-0.0987,-0.0040,-0.0933,0.5153,0
1321752,0.9920,0.0011,-0.0784,-0.0986,0.0107,-0.0901,0.5172,0
1321919,0.9920,0.0012,-0.0784,-0.0985,0.0052,-0.1002,0.5216,0
