DeviceTag: Xsens DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-12-02 18:04:02.724,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
175046,0.8377,0.1326,-0.3556,0.3927,0.4281,0.5081,-0.6249,0
175213,0.8447,0.1242,-0.3381,0.3959,-0.1623,-0.1504,-0.1195,0
175379,0.8506,0.1167,-0.3224,0.3986,-0.5040,-0.6162,0.3460,0
175546,0.8552,0.1104,-0.3096,0.4007,-0.3592,-0.4246,0.2823,0
175713,0.8594,0.1044,-0.2975,0.4025,0.1000,0.0859,-0.2565,0
175879,0.8638,0.0978,-0.2838,0.4046,0.1328,0.1294,-0.2883,0
176046,0.8679,0.0911,-0.2696,0.4071,-0.1405,0.0351,-0.0646,0
176213,0.8713,0.0846,-0.2555,0.4104,-0.2015,0.0605,-0.1030,0
176379,0.8739,0.0782,-0.2414,0.4147,-0.1856,0.0657,-0.0659,0
176546,0.8758,0.0721,-0.2274,0.4197,-0.2278,0.0702,-0.0575,0
176713,0.8768,0.0666,-0.2142,0.4253,-0.2514,-0.3430,0.2954,0
176879,0.8773,0.0623,-0.2025,0.4306,-0.1078,-0.2002,0.1115,0
177046,0.8779,0.0581,-0.1922,0.4347,-0.1776,-0.4857,0.4120,0
177213,0.8793,0.0528,-0.1818,0.4370,0.6646,0.4730,-1.1872,0
177379,0.8825,0.0432,-0.1653,0.4382,0.4156,0.3897,-1.1057,0
177546,0.8854,0.0340,-0.1464,0.4398,-0.0216,-0.4583,0.1666,0
177713,0.9912,-0.0349,-0.1278,-0.0045,-0.5551,0.0480,0.4932,0
177879,0.9929,-0.0352,-0.1138,-0.0043,-0.8330,0.0891,1.1173,0
178046,0.9936,-0.0361,-0.1066,-0.0043,-0.6821,0.1308,1.1639,0
178213,0.9939,-0.0366,-0.1040,-0.0043,-0.4004,-0.0239,0.6290,0
178380,0.9940,-0.0364,-0.1031,-0.0043,-0.0692,-0.0303,0.0280,0
178546,0.9941,-0.0361,-0.1022,-0.0042,0.0022,0.0565,-0.0713,0
178713,0.9942,-0.0360,-0.1014,-0.0042,-0.0367,0.0013,0.0062,0
178880,0.9943,-0.0359,-0.1006,-0.0041,0.0225,-0.0002,-0.0945,0
179046,0.9944,-0.0357,-0.0998,-0.0040,-0.0066,-0.0072,-0.0051,0
179213,0.9944,-0.0356,-0.0990,-0.0040,-0.0204,-0.0060,-0.0116,0
179380,0.9945,-0.0355,-0.0984,-0.0039,-0.0317,-0.0177,-0.0278,0
179546,0.9946,-0.0354,-0.0980,-0.0038,-0.0446,0.0058,0.0146,0
179713,0.9946,-0.0353,-0.0977,-0.0038,0.0172,0.0192,-0.0484,0
179880,0.9946,-0.0353,-0.0975,-0.0037,-0.0224,-0.0111,-0.0150,0
180046,0.9946,-0.0352,-0.0974,-0.0037,0.0058,-0.0059,-0.0560,0
180213,0.9947,-0.0352,-0.0969,-0.0037,0.0679,0.0128,-0.1067,0
180380,0.9947,-0.0350,-0.0962,-0.0037,-0.0329,0.0019,-0.0329,0
180546,0.9948,-0.0349,-0.0959,-0.0037,-0.0426,0.0282,-0.0027,0
180713,0.9948,-0.0350,-0.0957,-0.0037,-0.0377,-0.0060,-0.0325,0
180880,0.9948,-0.0349,-0.0955,-0.0037,-0.0005,-0.0277,-0.0504,0
181046,0.9949,-0.0347,-0.0951,-0.0036,0.0503,0.0034,-0.0686,0
181213,0.9949,-0.0346,-0.0945,-0.0036,-0.0086,-0.0089,-0.0530,0
181380,0.9950,-0.0344,-0.0940,-0.0035,-0.0268,0.0016,-0.0310,0
181546,0.9951,-0.0344,-0.0929,-0.0035,0.1597,-0.0254,-0.2705,0
181713,0.9952,-0.0340,-0.0912,-0.0035,-0.0694,-0.0281,0.0299,0
181880,0.9954,-0.0337,-0.0902,-0.0035,-0.1024,0.0484,0.0980,0
182046,0.9954,-0.0336,-0.0901,-0.0034,-0.0983,0.0292,0.0679,0
182213,0.9954,-0.0336,-0.0901,-0.0034,0.0558,-0.0074,-0.1128,0
182380,0.9954,-0.0335,-0.0897,-0.0034,-0.0143,-0.0117,-0.0626,0
182546,0.9954,-0.0334,-0.0895,-0.0033,-0.0285,0.0261,0.0158,0
182713,0.9954,-0.0334,-0.0895,-0.0032,-0.0609,0.0018,0.0071,0
182880,0.9954,-0.0334,-0.0898,-0.0032,-0.0049,0.0092,-0.0238,0
183046,0.9954,-0.0334,-0.0900,-0.0031,0.0205,0.0086,-0.0779,0
183213,0.9954,-0.0334,-0.0902,-0.0031,-0.0333,-0.0061,-0.0301,0
183380,0.9953,-0.0335,-0.0905,-0.0030,0.0062,-0.0053,-0.0440,0
183546,0.9953,-0.0335,-0.0905,-0.0030,0.0365,0.0019,-0.0850,0
183713,0.9953,-0.0335,-0.0905,-0.0029,-0.0190,0.0152,-0.0177,0
183880,0.9953,-0.0335,-0.0907,-0.0029,-0.0019,0.0113,-0.0116,0
184046,0.9953,-0.0334,-0.0907,-0.0028,0.0585,-0.0085,-0.0765,0
184213,0.9953,-0.0334,-0.0905,-0.0029,-0.0508,-0.0201,-0.0341,0
184380,0.9953,-0.0334,-0.0903,-0.0028,-0.0275,0.0023,-0.0307,0
184546,0.9954,-0.0334,-0.0902,-0.0028,-0.0321,0.0004,-0.0345,0
184713,0.9953,-0.0334,-0.0903,-0.0028,-0.0483,0.0085,0.0298,0
184880,0.9953,-0.0334,-0.0906,-0.0027,0.0218,-0.0032,-0.0748,0
185046,0.9953,-0.0334,-0.0906,-0.0027,0.0257,-0.0003,-0.0831,0
185213,0.9953,-0.0334,-0.0905,-0.0026,-0.0112,-0.0016,-0.0319,0
185380,0.9953,-0.0334,-0.0905,-0.0026,-0.0057,0.0180,-0.0373,0
185546,0.9953,-0.0334,-0.0905,-0.0026,-0.0152,-0.0214,-0.0502,0
185713,0.9953,-0.0334,-0.0905,-0.0026,0.0161,0.0088,-0.0605,0
185880,0.9953,-0.0333,-0.0904,-0.0026,-0.0254,0.0032,-0.0062,0
186046,0.9953,-0.0333,-0.0904,-0.0025,-0.0127,-0.0039,-0.0713,0
186213,0.9954,-0.0333,-0.0903,-0.0025,-0.0134,0.0114,-0.0462,0
186380,0.9953,-0.0333,-0.0904,-0.0024,-0.0384,0.0120,-0.0048,0
186546,0.9953,-0.0333,-0.0907,-0.0024,-0.0300,0.0149,0.0078,0
